,hidden_width,n_hidden_layers,loss,time/s,best_hyperparameter
0,128,2,0.14721719920635223,425.12651920318604,False
1,128,3,0.14420872926712036,224.66100573539734,True
2,128,4,0.14773130416870117,71.92424535751343,False
3,256,2,0.1459886133670807,63.58023715019226,False
4,256,3,0.1520955115556717,102.95564413070679,False
5,256,4,0.15304133296012878,106.29500722885132,False
6,512,2,0.14515773952007294,76.78807783126831,False
7,512,3,0.15516671538352966,70.6111228466034,False
8,512,4,0.15509836375713348,57.78028750419617,False
