,decoder_depth,decoder_width,encoder_depth,encoder_width,loss,corr,epochs,time/s,best_hyperparameter
0,1,256,1,256,0.008659780025482178,0.23516552799397922,14,16.83551859855652,False
1,1,512,1,256,0.008659780025482178,0.23516552799397922,14,15.75252652168274,False
2,1,1028,1,256,0.008659780025482178,0.23516552799397922,14,16.109972715377808,False
3,2,256,1,256,0.025474468246102333,0.27922525165471385,120,63.201396465301514,False
4,2,512,1,256,0.02110777050256729,0.28062740937883257,229,107.8042540550232,False
5,2,1028,1,256,0.02263163961470127,0.28685015844992473,157,78.37376379966736,False
6,3,256,1,256,0.06394494324922562,0.26680364917114524,135,73.48868870735168,False
7,3,512,1,256,0.0628667101264,0.2890962636707884,87,53.62582182884216,True
8,3,1028,1,256,0.06062882021069527,0.2665012759833484,100,60.90646719932556,False
